id_vente,date,heure,id_produit,nom_produit,prix_produit,categorie_produit,quantite,pays,ville,methode_paiement,statut_commande,satisfaction_client
V000207,2023-04-10,14:14:00,P001,Smartphone,499.99,Électronique,2,France,Ville_10_France,Apple Pay,Annulée,5
V000208,2023-01-08,03:54:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_32_France,Carte de crédit,En cours de traitement,1
V000209,2023-08-01,16:55:00,P004,Casque audio sans fil,149.99,Électronique,1,France,Ville_12_France,Apple Pay,En cours de traitement,3
V000210,2023-09-02,07:26:00,P001,Smartphone,499.99,Électronique,1,Pays-Bas,Ville_38_Pays-Bas,Virement bancaire,Expédiée,3
V000211,2023-04-19,20:36:00,P015,Mixeur,34.99,Électroménager,1,Espagne,Ville_9_Espagne,Apple Pay,En cours de traitement,5
V000212,2023-02-03,16:31:00,P018,Parfum,69.99,Beauté,3,Belgique,Ville_35_Belgique,Google Pay,Expédiée,2
V000213,2023-03-15,21:17:00,P011,Roman bestseller,14.99,Livres,1,France,Ville_32_France,Virement bancaire,En cours de traitement,4
V000214,2023-04-12,17:32:00,P013,Sac à dos,39.99,Accessoires,5,Belgique,Ville_36_Belgique,Google Pay,Expédiée,3
V000215,2023-04-14,02:08:00,P018,Parfum,69.99,Beauté,4,France,Ville_12_France,Google Pay,Annulée,1
V000216,2023-10-18,16:37:00,P004,Casque audio sans fil,149.99,Électronique,3,France,Ville_29_France,Virement bancaire,En cours de traitement,4
V000217,2023-08-25,23:41:00,P006,Machine à café,79.99,Électroménager,1,Italie,Ville_44_Italie,Virement bancaire,Expédiée,2
V000218,2023-10-29,19:11:00,P003,Livre de cuisine,24.99,Livres,5,France,Ville_40_France,Apple Pay,En cours de traitement,2
V000219,2023-12-11,05:11:00,P013,Sac à dos,39.99,Accessoires,3,France,Ville_43_France,PayPal,Livrée,4
V000220,2023-05-22,00:50:00,P015,Mixeur,34.99,Électroménager,3,France,Ville_50_France,Virement bancaire,Expédiée,1
V000221,2023-06-25,22:34:00,P005,T-shirt,19.99,Vêtements,4,Espagne,Ville_38_Espagne,Virement bancaire,Livrée,1
V000222,2023-01-03,19:53:00,P006,Machine à café,79.99,Électroménager,4,France,Ville_41_France,Virement bancaire,Annulée,5
V000223,2023-10-09,19:26:00,P012,Enceinte Bluetooth,59.99,Électronique,4,France,Ville_29_France,Virement bancaire,Livrée,2
V000224,2023-05-07,18:09:00,P013,Sac à dos,39.99,Accessoires,4,France,Ville_42_France,PayPal,En cours de traitement,3
V000225,2023-03-09,06:10:00,P007,Tablette,299.99,Électronique,4,Espagne,Ville_23_Espagne,Google Pay,Expédiée,5
V000226,2023-06-21,07:29:00,P016,Tapis de yoga,29.99,Sport,1,Royaume-Uni,Ville_28_Royaume-Uni,Google Pay,Livrée,1
V000227,2023-04-26,22:45:00,P012,Enceinte Bluetooth,59.99,Électronique,3,France,Ville_41_France,Apple Pay,Annulée,2
V000228,2023-12-21,10:22:00,P001,Smartphone,499.99,Électronique,5,France,Ville_1_France,Google Pay,Expédiée,4
V000229,2023-05-01,14:10:00,P012,Enceinte Bluetooth,59.99,Électronique,5,France,Ville_38_France,Google Pay,Expédiée,2
V000230,2023-06-23,18:54:00,P007,Tablette,299.99,Électronique,2,France,Ville_42_France,Google Pay,Annulée,2
X000231,2023-09-25,05:09:00,P001,Smartphone,499.99,Électronique,5,France,Ville_2_France,Virement bancaire,En cours de traitement,2
V000232,2023-07-25,21:22:00,P001,Smartphone,499.99,Catégorie Invalide,4,Espagne,Ville_29_Espagne,Virement bancaire,Annulée,5
V000233,2023-11-01,11:36:00,P020,Jeu de société,-29.99,Loisirs,4,Portugal,Ville_14_Portugal,Virement bancaire,Expédiée,4
V000234,2023-09-10,06:56:00,P018,Parfum,69.99,Beauté,5,France,Ville_18_France,PayPal,Expédiée,5
V000235,2023-07-03,11:41:00,P005,T-shirt,19.99,Vêtements,1,France,Ville_47_France,Google Pay,Livrée,4
V000236,2023-09-22,06:03:00,P003,Livre de cuisine,24.99,Livres,4,Belgique,Ville_10_Belgique,Apple Pay,En cours de traitement,3
V000237,2023-05-03,09:31:00,P005,T-shirt,19.99,Vêtements,1,Pays-Bas,Ville_49_Pays-Bas,Virement bancaire,Expédiée,3
V000238,2023-09-06,00:48:00,P009,Aspirateur robot,199.99,Électroménager,1,France,Ville_13_France,Google Pay,Expédiée,5
V000239,2023-07-27,05:33:00,P020,Jeu de société,29.99,Loisirs,4,France,Ville_23_France,Google Pay,Livrée,2
V000240,2023-09-22,01:30:00,P009,Aspirateur robot,199.99,Électroménager,2,Espagne,Ville_43_Espagne,Google Pay,Annulée,5
V000241,2023-06-16,20:44:00,P016,Tapis de yoga,29.99,Sport,4,France,Ville_39_France,Google Pay,Annulée,1
V000242,2023-10-16,00:49:00,P002,Ordinateur portable,899.99,Électronique,4,Italie,Ville_25_Italie,Google Pay,Expédiée,10
V000243,2023-12-01,09:01:00,P010,Montre connectée,129.99,Électronique,3,France,Ville_24_France,Apple Pay,Livrée,4
V000244,2023-03-11,11:00:00,P012,Enceinte Bluetooth,59.99,Électronique,2,France,Ville_11_France,Google Pay,En cours de traitement,4
V000245,2023-09-10,17:46:00,P009,Aspirateur robot,199.99,Électroménager,4,France,Ville_2_France,Apple Pay,Annulée,5
V000246,2023-10-13,02:27:00,P001,Smartphone,499.99,Électronique,1,France,Ville_39_France,Carte de crédit,En cours de traitement,1
V000247,2023-09-27,16:16:00,P019,Couverture chauffante,44.99,Maison,2,France,Ville_35_France,PayPal,Livrée,2
V000248,2023-09-01,14:22:00,P002,Ordinateur portable,899.99,Électronique,1,France,Ville_13_France,Carte de crédit,Annulée,4
V000249,2023-06-18,00:45:00,P016,Tapis de yoga,29.99,Sport,3,Suisse,Ville_46_Suisse,Google Pay,Expédiée,1
V000250,2023-02-16,06:34:00,P002,Ordinateur portable,899.99,Électronique,3,France,Ville_19_France,Carte de crédit,Annulée,3
V000251,2023-10-31,00:06:00,P001,Smartphone,499.99,Électronique,5,Royaume-Uni,Ville_22_Royaume-Uni,Google Pay,Annulée,5
V000252,2023-03-20,01:36:00,P006,Machine à café,79.99,Électroménager,4,France,Ville_33_France,Apple Pay,En cours de traitement,1
V000253,2023-10-06,10:38:00,P010,Montre connectée,129.99,Électronique,4,France,Ville_37_France,PayPal,En cours de traitement,1
V000254,2023-08-22,07:16:00,P013,Sac à dos,39.99,Accessoires,2,France,Ville_24_France,Apple Pay,Livrée,2
X000255,2023-03-17,04:36:00,P003,Livre de cuisine,24.99,Livres,2,France,Ville_21_France,Google Pay,Livrée,1
V000256,2023-04-27,04:46:00,P009,Aspirateur robot,199.99,Électroménager,5,France,Ville_47_France,Carte de crédit,En cours de traitement,5
V000257,2023-05-28,13:37:00,P015,Mixeur,34.99,Électroménager,0,France,Ville_14_France,Carte de crédit,Livrée,4
V000258,2023-02-27,14:44:00,P020,Jeu de société,29.99,Loisirs,1,Belgique,Ville_13_Belgique,Virement bancaire,Expédiée,5
V000259,2023-12-08,10:14:00,P013,Sac à dos,39.99,Accessoires,5,Allemagne,Ville_47_Allemagne,Apple Pay,Expédiée,1
V000260,2023-09-01,12:08:00,P018,Parfum,69.99,Beauté,2,France,Ville_34_France,Carte de crédit,En cours de traitement,4
V000261,2023-05-08,06:55:00,P016,Tapis de yoga,29.99,Sport,4,Suisse,Ville_11_Suisse,Virement bancaire,Livrée,4
V000262,2023-10-23,10:33:00,P019,Couverture chauffante,44.99,Maison,1,France,Ville_21_France,PayPal,Annulée,5
V000263,2023-05-18,02:51:00,P012,Enceinte Bluetooth,59.99,Électronique,2,France,Ville_25_France,Virement bancaire,Expédiée,5
V000264,2023-05-29,07:27:00,P010,Montre connectée,129.99,Électronique,1,France,Ville_44_France,Apple Pay,Annulée,3
V000265,2023-01-03,23:54:00,P010,Montre connectée,129.99,Électronique,5,France,Ville_2_France,Google Pay,En cours de traitement,5
V000266,2023-07-17,01:53:00,P019,Couverture chauffante,44.99,Maison,1,France,Ville_46_France,Carte de crédit,En cours de traitement,2
V000267,2023-01-24,03:55:00,P013,Sac à dos,39.99,Accessoires,4,France,Ville_31_France,Virement bancaire,Annulée,5
V000268,2023-10-29,20:04:00,P001,Smartphone,499.99,Électronique,4,Pays-Bas,Ville_42_Pays-Bas,Carte de crédit,Annulée,1
V000269,2023-10-03,15:09:00,P008,Chaussures de sport,89.99,Vêtements,5,France,Ville_15_France,Virement bancaire,Livrée,3
V000270,2023-08-26,10:30:00,P019,Couverture chauffante,44.99,Maison,3,France,Ville_11_France,Virement bancaire,Livrée,5
V000271,2023-05-11,17:27:00,P016,Tapis de yoga,29.99,Sport,4,France,Ville_11_France,PayPal,Livrée,3
V000272,2023-08-03,04:23:00,P015,Mixeur,34.99,Électroménager,5,France,Ville_29_France,Apple Pay,Livrée,5
V000273,2023-01-13,15:50:00,P002,Ordinateur portable,899.99,Électronique,4,Allemagne,Ville_32_Allemagne,Virement bancaire,Expédiée,3
V000274,2023-02-06,19:58:00,P007,Tablette,299.99,Électronique,2,Allemagne,Ville_10_Allemagne,Google Pay,Livrée,3
V000275,2023-12-14,06:41:00,P004,Casque audio sans fil,-149.99,Électronique,3,France,Ville_3_France,Virement bancaire,Annulée,5
V000276,2023-04-07,18:42:00,P014,Appareil photo numérique,349.99,Électronique,3,France,Ville_21_France,Apple Pay,Annulée,1
V000277,2023-08-02,23:35:00,P016,Tapis de yoga,29.99,Sport,3,France,Ville_37_France,Carte de crédit,Livrée,2
V000278,2023-02-27,08:55:00,P013,Sac à dos,39.99,Accessoires,4,Espagne,Ville_4_Espagne,Apple Pay,En cours de traitement,2
V000279,2023-03-12,04:22:00,P001,Smartphone,499.99,Électronique,5,France,Ville_48_France,PayPal,Annulée,1
V000280,2023-11-25,18:35:00,P010,Montre connectée,129.99,Électronique,5,France,Ville_22_France,Carte de crédit,Annulée,1
V000281,2023-02-06,12:22:00,P018,Parfum,69.99,Beauté,1,Autriche,Ville_27_Autriche,Virement bancaire,Livrée,2
V000282,2023-11-28,08:43:00,P015,Mixeur,34.99,Électroménager,2,France,Ville_45_France,Google Pay,Expédiée,2
V000283,2023-03-31,20:41:00,P020,Jeu de société,29.99,Loisirs,5,France,Ville_46_France,Google Pay,Expédiée,10
V000284,2023-12-16,01:50:00,P008,Chaussures de sport,89.99,Vêtements,5,France,Ville_21_France,PayPal,Annulée,3
V000285,2023-06-11,05:49:00,P011,Roman bestseller,14.99,Livres,2,France,Ville_41_France,Google Pay,Livrée,3
V000286,2023-02-04,03:13:00,P012,Enceinte Bluetooth,59.99,Électronique,3,France,Ville_24_France,Virement bancaire,Expédiée,5
V000287,2023-10-07,03:22:00,P019,Couverture chauffante,44.99,Maison,5,Allemagne,Ville_47_Allemagne,Apple Pay,Livrée,5
V000288,2023-07-01,01:47:00,P004,Casque audio sans fil,149.99,Électronique,3,Pays Inconnu,Ville_11_France,PayPal,En cours de traitement,4
V000289,2023-09-26,15:01:00,P018,Parfum,69.99,Beauté,3,France,Ville_5_France,PayPal,Expédiée,5
V000290,2023-12-05,05:25:00,P007,Tablette,299.99,Électronique,1,France,Ville_1_France,Virement bancaire,Expédiée,5
V000291,2023-10-28,13:45:00,P002,Ordinateur portable,899.99,Électronique,4,Espagne,Ville_10_Espagne,Virement bancaire,Annulée,2
V000292,2023-08-25,22:46:00,P014,Appareil photo numérique,349.99,Électronique,5,France,Ville_8_France,Google Pay,En cours de traitement,1
V000293,2023-07-22,09:58:00,P015,Mixeur,34.99,Électroménager,4,France,Ville_24_France,Google Pay,En cours de traitement,1
V000294,2023-01-21,14:12:00,P015,Mixeur,34.99,Électroménager,5,France,Ville_33_France,Apple Pay,Livrée,5
V000295,2023-04-09,20:24:00,P013,Sac à dos,39.99,Accessoires,1,Allemagne,Ville_24_Allemagne,PayPal,En cours de traitement,2
V000296,2023-07-22,06:13:00,P015,Mixeur,34.99,Électroménager,4,France,Ville_31_France,Apple Pay,En cours de traitement,5
V000297,2023-05-13,04:33:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_27_France,Virement bancaire,En cours de traitement,3
V000298,2023-08-21,08:46:00,P001,Smartphone,499.99,Électronique,5,France,Ville_24_France,PayPal,Annulée,2
V000299,2023-06-06,23:19:00,P015,Mixeur,34.99,Électroménager,1,France,Ville_35_France,Virement bancaire,Annulée,5
V000300,2023-09-14,18:53:00,P015,Mixeur,34.99,Électroménager,5,France,Ville_30_France,Google Pay,Livrée,1
V000301,2023-11-16,06:13:00,P016,Tapis de yoga,29.99,Sport,1,France,Ville_36_France,Carte de crédit,En cours de traitement,1
V000302,2023-07-17,02:37:00,P004,Casque audio sans fil,149.99,Électronique,3,France,Ville_13_France,Apple Pay,Annulée,4
V000303,2023-03-05,00:01:00,P017,Stylo de luxe,49.99,Papeterie,1,France,Ville_13_France,Google Pay,Expédiée,3
V000304,2023-12-20,06:30:00,P001,Smartphone,499.99,Électronique,5,Espagne,Ville_28_Espagne,Google Pay,Annulée,4
V000305,2023-04-18,12:51:00,P016,Tapis de yoga,29.99,Sport,3,France,Ville_33_France,PayPal,Annulée,1
V000306,2023-10-25,01:21:00,P011,Roman bestseller,14.99,Livres,2,France,Ville_12_France,Virement bancaire,En cours de traitement,2
V000307,2023-10-13,01:44:00,P005,T-shirt,19.99,Vêtements,5,Italie,Ville_27_Italie,Google Pay,En cours de traitement,3
V000308,2023-11-18,20:25:00,P002,Ordinateur portable,899.99,Électronique,4,France,Ville_42_France,Carte de crédit,En cours de traitement,5
V000309,2023-10-15,17:46:00,P010,Montre connectée,129.99,Électronique,3,Pays-Bas,Ville_19_Pays-Bas,Carte de crédit,Annulée,1
V000310,2023-08-09,22:39:00,P001,Smartphone,499.99,Électronique,2,France,Ville_24_France,Virement bancaire,Livrée,4
V000311,2023-04-11,12:31:00,P007,Tablette,299.99,Électronique,1,France,Ville_33_France,Carte de crédit,Expédiée,4
V000312,2023-10-16,20:33:00,P017,Stylo de luxe,49.99,Papeterie,3,France,Ville_18_France,Apple Pay,Annulée,5
V000313,2023-11-05,01:19:00,P018,Parfum,69.99,Beauté,1,Italie,Ville_7_Italie,Virement bancaire,Expédiée,3
V000314,2023-06-20,21:30:00,P014,Appareil photo numérique,349.99,Électronique,2,France,Ville_42_France,Carte de crédit,Livrée,5
V000315,2023-04-10,19:44:00,P002,Ordinateur portable,899.99,Électronique,4,France,Ville_6_France,Carte de crédit,Annulée,3
V000316,2023-07-03,07:02:00,P017,Stylo de luxe,49.99,Papeterie,1,Belgique,Ville_20_Belgique,Carte de crédit,Annulée,1
V000317,2023-03-04,01:56:00,P013,Sac à dos,39.99,Accessoires,4,France,Ville_46_France,Google Pay,Livrée,3
V000318,2023-03-31,22:48:00,P003,Livre de cuisine,24.99,Livres,5,Royaume-Uni,Ville_9_Royaume-Uni,Carte de crédit,En cours de traitement,2
V000319,2023-06-28,13:50:00,P019,Couverture chauffante,44.99,Catégorie Invalide,3,France,Ville_11_France,PayPal,Expédiée,1
V000320,2023-03-29,15:20:00,P005,T-shirt,19.99,Vêtements,4,Allemagne,Ville_7_Allemagne,Apple Pay,Livrée,1
V000321,2023-09-09,00:32:00,P007,Tablette,299.99,Électronique,3,Pays-Bas,Ville_16_Pays-Bas,Carte de crédit,Livrée,4
V000322,2023-09-14,00:55:00,P015,Mixeur,34.99,Électroménager,2,France,Ville_15_France,Google Pay,Livrée,1
V000323,2023-03-25,11:28:00,P006,Machine à café,79.99,Catégorie Invalide,4,France,Ville_29_France,Google Pay,Annulée,4
V000324,2023-09-03,15:28:00,P018,Parfum,69.99,Beauté,4,Pays-Bas,Ville_11_Pays-Bas,PayPal,Livrée,1
V000325,2023-05-28,16:59:00,P013,Sac à dos,39.99,Accessoires,5,Espagne,Ville_30_Espagne,PayPal,Expédiée,3
V000326,2023-11-28,09:39:00,P001,Smartphone,499.99,Électronique,3,France,Ville_32_France,PayPal,En cours de traitement,1
V000327,2023-03-11,06:17:00,P014,Appareil photo numérique,349.99,Électronique,4,Allemagne,Ville_45_Allemagne,Apple Pay,Expédiée,5
V000328,2023-02-18,04:36:00,P020,Jeu de société,29.99,Loisirs,4,Autriche,Ville_14_Autriche,Carte de crédit,Livrée,1
V000329,2023-04-17,17:41:00,P005,T-shirt,19.99,Vêtements,4,France,Ville_22_France,Carte de crédit,Annulée,3
V000330,2023-01-23,03:49:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_34_France,Virement bancaire,Livrée,1
V000331,2023-03-27,20:03:00,P011,Roman bestseller,14.99,Livres,2,France,Ville_50_France,Google Pay,Annulée,4
V000332,2023-03-15,09:28:00,P006,Machine à café,79.99,Électroménager,1,France,Ville_47_France,Carte de crédit,En cours de traitement,4
V000333,2023-03-05,10:29:00,P008,Chaussures de sport,89.99,Vêtements,4,Allemagne,Ville_36_Allemagne,Virement bancaire,Expédiée,3
V000334,2023-12-23,08:37:00,P015,Mixeur,34.99,Électroménager,1,France,Ville_38_France,Virement bancaire,Annulée,4
V000335,2023-06-20,02:25:00,P008,Chaussures de sport,89.99,Vêtements,4,France,Ville_48_France,Virement bancaire,En cours de traitement,4
V000336,2023-06-11,20:24:00,P011,Roman bestseller,14.99,Livres,5,France,Ville_13_France,Virement bancaire,Expédiée,5
V000337,2023-06-17,22:15:00,P018,Parfum,69.99,Beauté,4,France,Ville_29_France,Google Pay,Expédiée,3
V000338,2023-11-16,21:35:00,P013,Sac à dos,39.99,Accessoires,4,France,Ville_30_France,Virement bancaire,Livrée,1
V000339,2023-07-14,22:12:00,P012,Enceinte Bluetooth,59.99,Électronique,3,Portugal,Ville_14_Portugal,Virement bancaire,Livrée,4
V000340,2023-04-27,05:41:00,P003,Livre de cuisine,24.99,Livres,2,Allemagne,Ville_34_Allemagne,Virement bancaire,En cours de traitement,1
V000341,2023-07-15,18:52:00,P005,T-shirt,19.99,Vêtements,2,France,Ville_48_France,Google Pay,En cours de traitement,4
V000342,2023-03-14,20:54:00,P005,T-shirt,19.99,Vêtements,2,Royaume-Uni,Ville_38_Royaume-Uni,Google Pay,Expédiée,1
V000343,2023-03-07,14:54:00,P013,Sac à dos,39.99,Accessoires,4,France,Ville_35_France,Virement bancaire,En cours de traitement,5
V000344,2023-02-06,07:18:00,P016,Tapis de yoga,29.99,Sport,1,France,Ville_29_France,Carte de crédit,Expédiée,5
V000345,2023-12-20,18:00:00,P010,Montre connectée,129.99,Électronique,1,Portugal,Ville_19_Portugal,Virement bancaire,En cours de traitement,10
V000346,2023-02-02,03:22:00,P013,Sac à dos,39.99,Accessoires,1,France,Ville_49_France,Carte de crédit,Expédiée,2
X000347,2023-06-13,03:13:00,P019,Couverture chauffante,44.99,Maison,1,France,Ville_24_France,Apple Pay,Livrée,5
V000348,2023-08-14,11:06:00,P013,Sac à dos,39.99,Accessoires,2,Espagne,Ville_14_Espagne,Apple Pay,Livrée,3
V000349,2023-08-03,06:43:00,P006,Machine à café,79.99,Électroménager,4,France,Ville_25_France,PayPal,Expédiée,3
V000350,2023-04-11,13:29:00,P013,Sac à dos,39.99,Accessoires,1,Allemagne,Ville_5_Allemagne,Apple Pay,En cours de traitement,2
V000351,2023-08-31,16:35:00,P007,Tablette,299.99,Électronique,2,France,Ville_9_France,Apple Pay,Annulée,1
V000352,2023-02-28,05:11:00,P005,T-shirt,19.99,Vêtements,5,France,Ville_20_France,Carte de crédit,Annulée,5
V000353,2023-06-12,09:11:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_44_France,Google Pay,En cours de traitement,4
V000354,2023-08-25,00:59:00,P010,Montre connectée,129.99,Électronique,1,Espagne,Ville_34_Espagne,Virement bancaire,En cours de traitement,2
V000355,2023-06-13,12:27:00,P017,Stylo de luxe,49.99,Papeterie,4,France,Ville_8_France,PayPal,Annulée,10
V000356,2023-04-04,10:27:00,P009,Aspirateur robot,199.99,Électroménager,1,France,Ville_19_France,Virement bancaire,En cours de traitement,2
V000357,2023-03-26,03:15:00,P007,Tablette,299.99,Électronique,1,Espagne,Ville_11_Espagne,Google Pay,Annulée,1
V000358,2023-04-23,02:27:00,P003,Livre de cuisine,24.99,Livres,1,Espagne,Ville_9_Espagne,Apple Pay,Annulée,5
V000359,2023-05-30,04:02:00,P010,Montre connectée,129.99,Électronique,1,France,Ville_43_France,Carte de crédit,Annulée,4
V000360,2023-06-30,08:56:00,P010,Montre connectée,-129.99,Électronique,4,France,Ville_30_France,PayPal,Livrée,1
V000361,2023-10-30,11:58:00,P019,Couverture chauffante,44.99,Maison,5,Allemagne,Ville_42_Allemagne,Apple Pay,Annulée,1
X000362,2023-05-03,04:52:00,P013,Sac à dos,39.99,Accessoires,3,France,Ville_49_France,Carte de crédit,Livrée,1
V000363,2023-08-29,00:01:00,P010,Montre connectée,129.99,Électronique,2,France,Ville_9_France,Apple Pay,Annulée,4
V000364,2023-06-28,12:57:00,P011,Roman bestseller,14.99,Livres,2,France,Ville_10_France,Google Pay,En cours de traitement,10
V000365,2023-06-26,08:13:00,P002,Ordinateur portable,899.99,Électronique,1,France,Ville_20_France,Google Pay,Expédiée,2
V000366,2023-05-06,23:19:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_19_France,PayPal,Expédiée,1
V000367,2023-05-31,02:40:00,P008,Chaussures de sport,89.99,Vêtements,5,Espagne,Ville_43_Espagne,Virement bancaire,Livrée,3
V000368,2023-08-10,17:35:00,P001,Smartphone,499.99,Électronique,1,Espagne,Ville_16_Espagne,Carte de crédit,Annulée,1
V000369,2023-11-11,05:28:00,P008,Chaussures de sport,89.99,Vêtements,4,Espagne,Ville_8_Espagne,Google Pay,En cours de traitement,1
V000370,2023-05-19,01:50:00,P002,Ordinateur portable,-899.99,Électronique,4,France,Ville_28_France,Virement bancaire,Expédiée,3
V000371,2023-01-03,18:58:00,P018,Parfum,69.99,Beauté,4,Espagne,Ville_40_Espagne,Carte de crédit,Livrée,1
V000372,2023-01-02,18:56:00,P019,Couverture chauffante,44.99,Maison,3,Portugal,Ville_29_Portugal,Carte de crédit,En cours de traitement,5
